symbol,assetType,exchange,canonicalName,aliases,sector
ARTC,STOCK,NASDAQ,Art Technology Acquisition Corp.,ARTC|Art Technology Acquisition Corp.,Unknown
ARTL,STOCK,NASDAQ,"Artelo Biosciences, Inc.","ARTL|Artelo Biosciences, Inc.",Unknown
ARTNA,STOCK,NASDAQ,Artesian Resources Corporation,ARTNA|Artesian Resources Corporation,Unknown
ARTV,STOCK,NASDAQ,"Artiva Biotherapeutics, Inc.","ARTV|Artiva Biotherapeutics, Inc.",Unknown
ARTW,STOCK,NASDAQ,"Art's-Way Manufacturing Co., Inc.","ARTW|Art's-Way Manufacturing Co., Inc.",Unknown
ARVN,STOCK,NASDAQ,"Arvinas, Inc.","ARVN|Arvinas, Inc.",Unknown
ARWR,STOCK,NASDAQ,"Arrowhead Pharmaceuticals, Inc.","ARWR|Arrowhead Pharmaceuticals, Inc.",Unknown
ARXS,STOCK,NASDAQ,"Arxis, Inc.","ARXS|Arxis, Inc.",Unknown
ASBP,STOCK,NASDAQ,"Aspire Biopharma Holdings, Inc.","ASBP|Aspire Biopharma Holdings, Inc.",Unknown
ASLE,STOCK,NASDAQ,AerSale Corporation,ASLE|AerSale Corporation,Unknown
ASMB,STOCK,NASDAQ,"Assembly Biosciences, Inc.","ASMB|Assembly Biosciences, Inc.",Unknown
ASML,STOCK,NASDAQ,ASML Holding N.V.,ASML|ASML Holding N.V.,Unknown
ASO,STOCK,NASDAQ,"Academy Sports and Outdoors, Inc.","ASO|Academy Sports and Outdoors, Inc.",Unknown
ASPC,STOCK,NASDAQ,A SPAC III Acquisition Corp.,ASPC|A SPAC III Acquisition Corp.,Unknown
ASPI,STOCK,NASDAQ,ASP Isotopes Inc.,ASPI|ASP Isotopes Inc.,Unknown
ASRT,STOCK,NASDAQ,"Assertio Holdings, Inc.","ASRT|Assertio Holdings, Inc.",Unknown
ASRV,STOCK,NASDAQ,AmeriServ Financial Inc.,ASRV|AmeriServ Financial Inc.,Unknown
ASST,STOCK,NASDAQ,"Strive, Inc.","ASST|Strive, Inc.",Unknown
ASTC,STOCK,NASDAQ,Astrotech Corporation,ASTC|Astrotech Corporation,Unknown
ASTE,STOCK,NASDAQ,"Astec Industries, Inc.","ASTE|Astec Industries, Inc.",Unknown
ASTH,STOCK,NASDAQ,Astrana Health Inc.,ASTH|Astrana Health Inc.,Unknown
ASTI,STOCK,NASDAQ,"Ascent Solar Technologies, Inc","ASTI|Ascent Solar Technologies, Inc",Unknown
ASTL,STOCK,NASDAQ,Algoma Steel Group Inc.,ASTL|Algoma Steel Group Inc.,Unknown
ASTS,STOCK,NASDAQ,"AST SpaceMobile, Inc.","ASTS|AST SpaceMobile, Inc.",Unknown
ASUR,STOCK,NASDAQ,Asure Software Inc,ASUR|Asure Software Inc,Unknown
ASYS,STOCK,NASDAQ,"Amtech Systems, Inc.","ASYS|Amtech Systems, Inc.",Unknown
ATAI,STOCK,NASDAQ,AtaiBeckley Inc.,ATAI|AtaiBeckley Inc.,Unknown
ATCX,STOCK,NASDAQ,Atlas Critical Minerals Corporation,ATCX|Atlas Critical Minerals Corporation,Unknown
ATEC,STOCK,NASDAQ,"Alphatec Holdings, Inc.","ATEC|Alphatec Holdings, Inc.",Unknown
ATER,STOCK,NASDAQ,"Aterian, Inc.","ATER|Aterian, Inc.",Unknown
ATEX,STOCK,NASDAQ,Anterix Inc.,ATEX|Anterix Inc.,Unknown
ATGL,STOCK,NASDAQ,Alpha Technology Group Limited,ATGL|Alpha Technology Group Limited,Unknown
ATHR,STOCK,NASDAQ,"Aether Holdings, Inc.","ATHR|Aether Holdings, Inc.",Unknown
ATII,STOCK,NASDAQ,Archimedes Tech SPAC Partners II Co.,ATII|Archimedes Tech SPAC Partners II Co.,Unknown
ATLC,STOCK,NASDAQ,Atlanticus Holdings Corporation,ATLC|Atlanticus Holdings Corporation,Unknown
ATLN,STOCK,NASDAQ,Atlantic International Corp.,ATLN|Atlantic International Corp.,Unknown
ATLO,STOCK,NASDAQ,Ames National Corporation,ATLO|Ames National Corporation,Unknown
ATLX,STOCK,NASDAQ,Atlas Lithium Corporation,ATLX|Atlas Lithium Corporation,Unknown
ATNI,STOCK,NASDAQ,"ATN International, Inc.","ATNI|ATN International, Inc.",Unknown
ATOM,STOCK,NASDAQ,Atomera Incorporated,ATOM|Atomera Incorporated,Unknown
ATON,STOCK,NASDAQ,AlphaTON Capital Corp.,ATON|AlphaTON Capital Corp.,Unknown
ATOS,STOCK,NASDAQ,"Atossa Therapeutics, Inc.","ATOS|Atossa Therapeutics, Inc.",Unknown
ATPC,STOCK,NASDAQ,Agape ATP Corporation,ATPC|Agape ATP Corporation,Unknown
ATRA,STOCK,NASDAQ,"Atara Biotherapeutics, Inc.","ATRA|Atara Biotherapeutics, Inc.",Unknown
ATRC,STOCK,NASDAQ,"AtriCure, Inc.","ATRC|AtriCure, Inc.",Unknown
ATRO,STOCK,NASDAQ,Astronics Corporation,ATRO|Astronics Corporation,Unknown
ATXG,STOCK,NASDAQ,Addentax Group Corp.,ATXG|Addentax Group Corp.,Unknown
ATYR,STOCK,NASDAQ,"aTyr Pharma, Inc.","ATYR|aTyr Pharma, Inc.",Unknown
AUBN,STOCK,NASDAQ,"Auburn National Bancorporation, Inc.","AUBN|Auburn National Bancorporation, Inc.",Unknown
AUDC,STOCK,NASDAQ,AudioCodes Ltd.,AUDC|AudioCodes Ltd.,Unknown
AUGO,STOCK,NASDAQ,Aura Minerals Inc.,AUGO|Aura Minerals Inc.,Unknown
AUID,STOCK,NASDAQ,authID Inc.,AUID|authID Inc.,Unknown
AUPH,STOCK,NASDAQ,Aurinia Pharmaceuticals Inc,AUPH|Aurinia Pharmaceuticals Inc,Unknown
AUR,STOCK,NASDAQ,"Aurora Innovation, Inc.","AUR|Aurora Innovation, Inc.",Unknown
AURA,STOCK,NASDAQ,"Aura Biosciences, Inc.","AURA|Aura Biosciences, Inc.",Unknown
AURE,STOCK,NASDAQ,Aurelion Inc.,AURE|Aurelion Inc.,Unknown
AUUD,STOCK,NASDAQ,Auddia Inc.,AUUD|Auddia Inc.,Unknown
AVAH,STOCK,NASDAQ,Aveanna Healthcare Holdings Inc.,AVAH|Aveanna Healthcare Holdings Inc.,Unknown
AVAV,STOCK,NASDAQ,"AeroVironment, Inc.","AVAV|AeroVironment, Inc.",Unknown
AVBH,STOCK,NASDAQ,"Avidbank Holdings, Inc.","AVBH|Avidbank Holdings, Inc.",Unknown
AVBP,STOCK,NASDAQ,"ArriVent BioPharma, Inc.","AVBP|ArriVent BioPharma, Inc.",Unknown
AVGO,STOCK,NASDAQ,Broadcom Inc.,AVGO|Broadcom Inc.,Unknown
AVIR,STOCK,NASDAQ,"Atea Pharmaceuticals, Inc.","AVIR|Atea Pharmaceuticals, Inc.",Unknown
AVNW,STOCK,NASDAQ,"Aviat Networks, Inc.","AVNW|Aviat Networks, Inc.",Unknown
AVO,STOCK,NASDAQ,"Mission Produce, Inc.","AVO|Mission Produce, Inc.",Unknown
AVPT,STOCK,NASDAQ,"AvePoint, Inc.","AVPT|AvePoint, Inc.",Unknown
AVR,STOCK,NASDAQ,Anteris Technologies Global Corp.,AVR|Anteris Technologies Global Corp.,Unknown
AVT,STOCK,NASDAQ,"Avnet, Inc.","AVT|Avnet, Inc.",Unknown
AVTX,STOCK,NASDAQ,"Avalo Therapeutics, Inc.","AVTX|Avalo Therapeutics, Inc.",Unknown
AVX,STOCK,NASDAQ,Avax One Technology Ltd.,AVX|Avax One Technology Ltd.,Unknown
AVXL,STOCK,NASDAQ,Anavex Life Sciences Corp.,AVXL|Anavex Life Sciences Corp.,Unknown
AWRE,STOCK,NASDAQ,"Aware, Inc.","AWRE|Aware, Inc.",Unknown
AXG,STOCK,NASDAQ,Solowin Holdings,AXG|Solowin Holdings,Unknown
AXGN,STOCK,NASDAQ,"Axogen, Inc.","AXGN|Axogen, Inc.",Unknown
AXIN,STOCK,NASDAQ,Axiom Intelligence Acquisition Corp 1,AXIN|Axiom Intelligence Acquisition Corp 1,Unknown
AXON,STOCK,NASDAQ,"Axon Enterprise, Inc.","AXON|Axon Enterprise, Inc.",Unknown
AXSM,STOCK,NASDAQ,"Axsome Therapeutics, Inc.","AXSM|Axsome Therapeutics, Inc.",Unknown
AXTI,STOCK,NASDAQ,AXT Inc,AXTI|AXT Inc,Unknown
AYTU,STOCK,NASDAQ,"Aytu BioPharma, Inc.","AYTU|Aytu BioPharma, Inc.",Unknown
AZ,STOCK,NASDAQ,A2Z Cust2Mate Solutions Corp.,AZ|A2Z Cust2Mate Solutions Corp.,Unknown
AZI,STOCK,NASDAQ,Autozi Internet Technology (Global) Ltd.,AZI|Autozi Internet Technology (Global) Ltd.,Unknown
AZTA,STOCK,NASDAQ,"Azenta, Inc.","AZTA|Azenta, Inc.",Unknown
BACC,STOCK,NASDAQ,Blue Acquisition Corp.,BACC|Blue Acquisition Corp.,Unknown
BAER,STOCK,NASDAQ,"Bridger Aerospace Group Holdings, Inc.","BAER|Bridger Aerospace Group Holdings, Inc.",Unknown
BAFN,STOCK,NASDAQ,BayFirst Financial Corp.,BAFN|BayFirst Financial Corp.,Unknown
BAND,STOCK,NASDAQ,Bandwidth Inc.,BAND|Bandwidth Inc.,Unknown
BANF,STOCK,NASDAQ,BancFirst Corporation,BANF|BancFirst Corporation,Unknown
BANL,STOCK,NASDAQ,CBL International Limited,BANL|CBL International Limited,Unknown
BANR,STOCK,NASDAQ,Banner Corporation,BANR|Banner Corporation,Unknown
BAOS,STOCK,NASDAQ,Baosheng Media Group Holdings Limited,BAOS|Baosheng Media Group Holdings Limited,Unknown
BAYA,STOCK,NASDAQ,Bayview Acquisition Corp,BAYA|Bayview Acquisition Corp,Unknown
BBCP,STOCK,NASDAQ,"Concrete Pumping Holdings, Inc.","BBCP|Concrete Pumping Holdings, Inc.",Unknown
BBCQ,STOCK,NASDAQ,Bleichroeder Acquisition Corp. II,BBCQ|Bleichroeder Acquisition Corp. II,Unknown
BBGI,STOCK,NASDAQ,"Beasley Broadcast Group, Inc.","BBGI|Beasley Broadcast Group, Inc.",Unknown
BBIO,STOCK,NASDAQ,"BridgeBio Pharma, Inc.","BBIO|BridgeBio Pharma, Inc.",Unknown
BBLG,STOCK,NASDAQ,Bone Biologics Corp,BBLG|Bone Biologics Corp,Unknown
BBNX,STOCK,NASDAQ,"Beta Bionics, Inc.","BBNX|Beta Bionics, Inc.",Unknown
BBOT,STOCK,NASDAQ,"BridgeBio Oncology Therapeutics, Inc.","BBOT|BridgeBio Oncology Therapeutics, Inc.",Unknown
BBSI,STOCK,NASDAQ,"Barrett Business Services, Inc.","BBSI|Barrett Business Services, Inc.",Unknown
BCAB,STOCK,NASDAQ,"BioAtla, Inc.","BCAB|BioAtla, Inc.",Unknown
BCAL,STOCK,NASDAQ,California BanCorp,BCAL|California BanCorp,Unknown
BCAR,STOCK,NASDAQ,D. Boral ARC Acquisition I Corp.,BCAR|D. Boral ARC Acquisition I Corp.,Unknown
BCAX,STOCK,NASDAQ,Bicara Therapeutics Inc.,BCAX|Bicara Therapeutics Inc.,Unknown
BCBP,STOCK,NASDAQ,"BCB Bancorp, Inc. (NJ)","BCBP|BCB Bancorp, Inc. (NJ)",Unknown
BCDA,STOCK,NASDAQ,"BioCardia, Inc.","BCDA|BioCardia, Inc.",Unknown
BCG,STOCK,NASDAQ,"Binah Capital Group, Inc.","BCG|Binah Capital Group, Inc.",Unknown
BCML,STOCK,NASDAQ,BayCom Corp,BCML|BayCom Corp,Unknown
BCPC,STOCK,NASDAQ,Balchem Corporation,BCPC|Balchem Corporation,Unknown
BCRX,STOCK,NASDAQ,"BioCryst Pharmaceuticals, Inc.","BCRX|BioCryst Pharmaceuticals, Inc.",Unknown
BCTX,STOCK,NASDAQ,BriaCell Therapeutics Corp.,BCTX|BriaCell Therapeutics Corp.,Unknown
BDCI,STOCK,NASDAQ,BTC Development Corp.,BDCI|BTC Development Corp.,Unknown
BDMD,STOCK,NASDAQ,Baird Medical Investment Holdings Ltd,BDMD|Baird Medical Investment Holdings Ltd,Unknown
BDSX,STOCK,NASDAQ,"Biodesix, Inc.","BDSX|Biodesix, Inc.",Unknown
BDTX,STOCK,NASDAQ,"Black Diamond Therapeutics, Inc.","BDTX|Black Diamond Therapeutics, Inc.",Unknown
BEAG,STOCK,NASDAQ,Bold Eagle Acquisition Corp.,BEAG|Bold Eagle Acquisition Corp.,Unknown
BEAM,STOCK,NASDAQ,Beam Therapeutics Inc.,BEAM|Beam Therapeutics Inc.,Unknown
BEAT,STOCK,NASDAQ,"Heartbeam, Inc.","BEAT|Heartbeam, Inc.",Unknown
BEEM,STOCK,NASDAQ,Beam Global,BEEM|Beam Global,Unknown
BEEP,STOCK,NASDAQ,Mobile Infrastructure Corporation,BEEP|Mobile Infrastructure Corporation,Unknown
BELFA,STOCK,NASDAQ,Bel Fuse Inc.,BELFA|Bel Fuse Inc.,Unknown
BELFB,STOCK,NASDAQ,Bel Fuse Inc.,BELFB|Bel Fuse Inc.,Unknown
BENF,STOCK,NASDAQ,Beneficient,BENF|Beneficient,Unknown
BETR,STOCK,NASDAQ,Better Home & Finance Holding Company,BETR|Better Home & Finance Holding Company,Unknown
BFC,STOCK,NASDAQ,Bank First Corporation,BFC|Bank First Corporation,Unknown
BFRG,STOCK,NASDAQ,"Bullfrog AI Holdings, Inc.","BFRG|Bullfrog AI Holdings, Inc.",Unknown
BFRI,STOCK,NASDAQ,Biofrontera Inc.,BFRI|Biofrontera Inc.,Unknown
BFST,STOCK,NASDAQ,"Business First Bancshares, Inc.","BFST|Business First Bancshares, Inc.",Unknown
BGC,STOCK,NASDAQ,"BGC Group, Inc.","BGC|BGC Group, Inc.",Unknown
BGIN,STOCK,NASDAQ,Bgin Blockchain Limited,BGIN|Bgin Blockchain Limited,Unknown
BGL,STOCK,NASDAQ,Blue Gold Limited,BGL|Blue Gold Limited,Unknown
BGLC,STOCK,NASDAQ,BioNexus Gene Lab Corp,BGLC|BioNexus Gene Lab Corp,Unknown
BGM,STOCK,NASDAQ,BGM Group Ltd.,BGM|BGM Group Ltd.,Unknown
BGMS,STOCK,NASDAQ,"Bio Green Med Solution, Inc.","BGMS|Bio Green Med Solution, Inc.",Unknown
BHAV,STOCK,NASDAQ,BHAV Acquisition Corp,BHAV|BHAV Acquisition Corp,Unknown
BHRB,STOCK,NASDAQ,Burke & Herbert Financial Services Corp.,BHRB|Burke & Herbert Financial Services Corp.,Unknown
BHST,STOCK,NASDAQ,BioHarvest Sciences Inc.,BHST|BioHarvest Sciences Inc.,Unknown
BIAF,STOCK,NASDAQ,"bioAffinity Technologies, Inc.","BIAF|bioAffinity Technologies, Inc.",Unknown
BIIB,STOCK,NASDAQ,Biogen Inc.,BIIB|Biogen Inc.,Unknown
BIOA,STOCK,NASDAQ,"BioAge Labs, Inc.","BIOA|BioAge Labs, Inc.",Unknown
BIOX,STOCK,NASDAQ,Bioceres Crop Solutions Corp.,BIOX|Bioceres Crop Solutions Corp.,Unknown
BIRD,STOCK,NASDAQ,"Allbirds, Inc.","BIRD|Allbirds, Inc.",Unknown
BIVI,STOCK,NASDAQ,BioVie Inc.,BIVI|BioVie Inc.,Unknown
BIXI,STOCK,NASDAQ,Bitcoin Infrastructure Acquisition Corp Ltd.,BIXI|Bitcoin Infrastructure Acquisition Corp Ltd.,Unknown
BIYA,STOCK,NASDAQ,Baiya International Group Inc.,BIYA|Baiya International Group Inc.,Unknown
BJDX,STOCK,NASDAQ,"Bluejay Diagnostics, Inc.","BJDX|Bluejay Diagnostics, Inc.",Unknown
BJRI,STOCK,NASDAQ,"BJ's Restaurants, Inc.","BJRI|BJ's Restaurants, Inc.",Unknown
BKHA,STOCK,NASDAQ,Black Hawk Acquisition Corporation,BKHA|Black Hawk Acquisition Corporation,Unknown
BKNG,STOCK,NASDAQ,Booking Holdings Inc.,BKNG|Booking Holdings Inc.,Unknown
BKR,STOCK,NASDAQ,Baker Hughes Company,BKR|Baker Hughes Company,Unknown
BKYI,STOCK,NASDAQ,"BIO-key International, Inc.","BKYI|BIO-key International, Inc.",Unknown
BL,STOCK,NASDAQ,"BlackLine, Inc.","BL|BlackLine, Inc.",Unknown
BLBD,STOCK,NASDAQ,Blue Bird Corporation,BLBD|Blue Bird Corporation,Unknown
BLDP,STOCK,NASDAQ,"Ballard Power Systems, Inc.","BLDP|Ballard Power Systems, Inc.",Unknown
BLFS,STOCK,NASDAQ,"BioLife Solutions, Inc.","BLFS|BioLife Solutions, Inc.",Unknown
BLIN,STOCK,NASDAQ,"Bridgeline Digital, Inc.","BLIN|Bridgeline Digital, Inc.",Unknown
BLIV,STOCK,NASDAQ,BeLive Holdings,BLIV|BeLive Holdings,Unknown
BLKB,STOCK,NASDAQ,"Blackbaud, Inc.","BLKB|Blackbaud, Inc.",Unknown
BLLN,STOCK,NASDAQ,"BillionToOne, Inc.","BLLN|BillionToOne, Inc.",Unknown
BLMN,STOCK,NASDAQ,"Bloomin' Brands, Inc.","BLMN|Bloomin' Brands, Inc.",Unknown
BLNE,STOCK,NASDAQ,"Beeline Holdings, Inc.","BLNE|Beeline Holdings, Inc.",Unknown
BLNK,STOCK,NASDAQ,Blink Charging Co.,BLNK|Blink Charging Co.,Unknown
BLRK,STOCK,NASDAQ,Bluerock Acquisition Corp.,BLRK|Bluerock Acquisition Corp.,Unknown
BLUW,STOCK,NASDAQ,Blue Water Acquisition Corp. III,BLUW|Blue Water Acquisition Corp. III,Unknown
BLZE,STOCK,NASDAQ,"Backblaze, Inc.","BLZE|Backblaze, Inc.",Unknown
BLZR,STOCK,NASDAQ,Trailblazer Acquisition Corp.,BLZR|Trailblazer Acquisition Corp.,Unknown
BMBL,STOCK,NASDAQ,Bumble Inc.,BMBL|Bumble Inc.,Unknown
BMEA,STOCK,NASDAQ,"Biomea Fusion, Inc.","BMEA|Biomea Fusion, Inc.",Unknown
BMGL,STOCK,NASDAQ,Basel Medical Group Ltd,BMGL|Basel Medical Group Ltd,Unknown
BMHL,STOCK,NASDAQ,Bluemount Holdings Limited,BMHL|Bluemount Holdings Limited,Unknown
BMM,STOCK,NASDAQ,Blue Moon Metals Inc.,BMM|Blue Moon Metals Inc.,Unknown
BMR,STOCK,NASDAQ,Beamr Imaging Ltd.,BMR|Beamr Imaging Ltd.,Unknown
BMRA,STOCK,NASDAQ,"Biomerica, Inc.","BMRA|Biomerica, Inc.",Unknown
BMRC,STOCK,NASDAQ,Bank of Marin Bancorp,BMRC|Bank of Marin Bancorp,Unknown
BMRN,STOCK,NASDAQ,BioMarin Pharmaceutical Inc.,BMRN|BioMarin Pharmaceutical Inc.,Unknown
BNAI,STOCK,NASDAQ,Brand Engagement Network Inc.,BNAI|Brand Engagement Network Inc.,Unknown
BNBX,STOCK,NASDAQ,BNB Plus Corp.,BNBX|BNB Plus Corp.,Unknown
BNC,STOCK,NASDAQ,CEA Industries Inc.,BNC|CEA Industries Inc.,Unknown
BNGO,STOCK,NASDAQ,"Bionano Genomics, Inc.","BNGO|Bionano Genomics, Inc.",Unknown
BNKK,STOCK,NASDAQ,"Bonk, Inc.","BNKK|Bonk, Inc.",Unknown
BNRG,STOCK,NASDAQ,Brenmiller Energy Ltd,BNRG|Brenmiller Energy Ltd,Unknown
BNTC,STOCK,NASDAQ,Benitec Biopharma Inc.,BNTC|Benitec Biopharma Inc.,Unknown
BNZI,STOCK,NASDAQ,"Banzai International, Inc.","BNZI|Banzai International, Inc.",Unknown
BODI,STOCK,NASDAQ,"The Beachbody Company, Inc.","BODI|The Beachbody Company, Inc.",Unknown
BOF,STOCK,NASDAQ,BranchOut Food Inc.,BOF|BranchOut Food Inc.,Unknown
BOKF,STOCK,NASDAQ,BOK Financial Corporation,BOKF|BOK Financial Corporation,Unknown
BOLD,STOCK,NASDAQ,"Boundless Bio, Inc.","BOLD|Boundless Bio, Inc.",Unknown
BOLT,STOCK,NASDAQ,"Bolt Biotherapeutics, Inc.","BOLT|Bolt Biotherapeutics, Inc.",Unknown
BON,STOCK,NASDAQ,Bon Natural Life Limited,BON|Bon Natural Life Limited,Unknown
BOOM,STOCK,NASDAQ,DMC Global Inc.,BOOM|DMC Global Inc.,Unknown
BOSC,STOCK,NASDAQ,B.O.S. Better Online Solutions,BOSC|B.O.S. Better Online Solutions,Unknown
BOTJ,STOCK,NASDAQ,"Bank of the James Financial Group, Inc.","BOTJ|Bank of the James Financial Group, Inc.",Unknown
BOXL,STOCK,NASDAQ,Boxlight Corporation,BOXL|Boxlight Corporation,Unknown
BPAC,STOCK,NASDAQ,Blueport Acquisition Ltd,BPAC|Blueport Acquisition Ltd,Unknown
BPOP,STOCK,NASDAQ,"Popular, Inc.","BPOP|Popular, Inc.",Unknown
BPRN,STOCK,NASDAQ,"Princeton Bancorp, Inc.","BPRN|Princeton Bancorp, Inc.",Unknown
BRAG,STOCK,NASDAQ,Bragg Gaming Group Inc.,BRAG|Bragg Gaming Group Inc.,Unknown
BRAI,STOCK,NASDAQ,Braiin Limited,BRAI|Braiin Limited,Unknown
BRBI,STOCK,NASDAQ,BRBI BR Partners S.A.,BRBI|BRBI BR Partners S.A.,Unknown
BRCB,STOCK,NASDAQ,"Black Rock Coffee Bar, Inc.","BRCB|Black Rock Coffee Bar, Inc.",Unknown
BRFH,STOCK,NASDAQ,Barfresh Food Group Inc.,BRFH|Barfresh Food Group Inc.,Unknown
BRID,STOCK,NASDAQ,Bridgford Foods Corporation,BRID|Bridgford Foods Corporation,Unknown
BRKR,STOCK,NASDAQ,Bruker Corporation,BRKR|Bruker Corporation,Unknown
BRLS,STOCK,NASDAQ,Borealis Foods Inc.,BRLS|Borealis Foods Inc.,Unknown
BRLT,STOCK,NASDAQ,"Brilliant Earth Group, Inc.","BRLT|Brilliant Earth Group, Inc.",Unknown
BRR,STOCK,NASDAQ,"ProCap Financial, Inc.","BRR|ProCap Financial, Inc.",Unknown
BRTX,STOCK,NASDAQ,"BioRestorative Therapies, Inc.","BRTX|BioRestorative Therapies, Inc.",Unknown
BRZE,STOCK,NASDAQ,"Braze, Inc.","BRZE|Braze, Inc.",Unknown
BSAA,STOCK,NASDAQ,BEST SPAC I Acquisition Corp.,BSAA|BEST SPAC I Acquisition Corp.,Unknown
BSBK,STOCK,NASDAQ,Bogota Financial Corp.,BSBK|Bogota Financial Corp.,Unknown
BSET,STOCK,NASDAQ,"Bassett Furniture Industries, Incorporated","BSET|Bassett Furniture Industries, Incorporated",Unknown
BSRR,STOCK,NASDAQ,Sierra Bancorp,BSRR|Sierra Bancorp,Unknown
BSVN,STOCK,NASDAQ,Bank7 Corp.,BSVN|Bank7 Corp.,Unknown
BSY,STOCK,NASDAQ,"Bentley Systems, Incorporated","BSY|Bentley Systems, Incorporated",Unknown
BTAI,STOCK,NASDAQ,"BioXcel Therapeutics, Inc.","BTAI|BioXcel Therapeutics, Inc.",Unknown
BTBD,STOCK,NASDAQ,"BT Brands, Inc.","BTBD|BT Brands, Inc.",Unknown
BTBT,STOCK,NASDAQ,"Bit Digital, Inc.","BTBT|Bit Digital, Inc.",Unknown
BTCS,STOCK,NASDAQ,BTCS Inc.,BTCS|BTCS Inc.,Unknown
BTCT,STOCK,NASDAQ,BTC Digital Ltd.,BTCT|BTC Digital Ltd.,Unknown
BTDR,STOCK,NASDAQ,Bitdeer Technologies Group,BTDR|Bitdeer Technologies Group,Unknown
BTM,STOCK,NASDAQ,Bitcoin Depot Inc.,BTM|Bitcoin Depot Inc.,Unknown
BTMD,STOCK,NASDAQ,Biote Corp.,BTMD|Biote Corp.,Unknown
BTOC,STOCK,NASDAQ,Armlogi Holding Corp.,BTOC|Armlogi Holding Corp.,Unknown
BTOG,STOCK,NASDAQ,Bit Origin Limited,BTOG|Bit Origin Limited,Unknown
BTQ,STOCK,NASDAQ,BTQ Technologies Corp.,BTQ|BTQ Technologies Corp.,Unknown
BTTC,STOCK,NASDAQ,Black Titan Corp,BTTC|Black Titan Corp,Unknown
BULL,STOCK,NASDAQ,Webull Corporation,BULL|Webull Corporation,Unknown
BUSE,STOCK,NASDAQ,First Busey Corporation,BUSE|First Busey Corporation,Unknown
BUUU,STOCK,NASDAQ,BUUU Group Limited,BUUU|BUUU Group Limited,Unknown
BVC,STOCK,NASDAQ,BitVentures Limited,BVC|BitVentures Limited,Unknown
BVFL,STOCK,NASDAQ,"BV Financial, Inc.","BVFL|BV Financial, Inc.",Unknown
BVS,STOCK,NASDAQ,Bioventus Inc.,BVS|Bioventus Inc.,Unknown
BWB,STOCK,NASDAQ,"Bridgewater Bancshares, Inc.","BWB|Bridgewater Bancshares, Inc.",Unknown
BWEN,STOCK,NASDAQ,"Broadwind, Inc.","BWEN|Broadwind, Inc.",Unknown
BWFG,STOCK,NASDAQ,"Bankwell Financial Group, Inc.","BWFG|Bankwell Financial Group, Inc.",Unknown
BWIN,STOCK,NASDAQ,"The Baldwin Insurance Group, Inc.","BWIN|The Baldwin Insurance Group, Inc.",Unknown
BWMN,STOCK,NASDAQ,Bowman Consulting Group Ltd.,BWMN|Bowman Consulting Group Ltd.,Unknown
BYAH,STOCK,NASDAQ,"Park Ha Biological Technology Co., Ltd.","BYAH|Park Ha Biological Technology Co., Ltd.",Unknown
BYFC,STOCK,NASDAQ,Broadway Financial Corporation,BYFC|Broadway Financial Corporation,Unknown
BYND,STOCK,NASDAQ,"Beyond Meat, Inc.","BYND|Beyond Meat, Inc.",Unknown
BYRN,STOCK,NASDAQ,"Byrna Technologies, Inc.","BYRN|Byrna Technologies, Inc.",Unknown
BYSI,STOCK,NASDAQ,"BeyondSpring, Inc.","BYSI|BeyondSpring, Inc.",Unknown
BZ,STOCK,NASDAQ,KANZHUN LIMITED,BZ|KANZHUN LIMITED,Unknown
BZAI,STOCK,NASDAQ,"Blaize Holdings, Inc.","BZAI|Blaize Holdings, Inc.",Unknown
BZFD,STOCK,NASDAQ,"BuzzFeed, Inc.","BZFD|BuzzFeed, Inc.",Unknown
CAAS,STOCK,NASDAQ,"China Automotive Systems, Inc.","CAAS|China Automotive Systems, Inc.",Unknown
CABA,STOCK,NASDAQ,"Cabaletta Bio, Inc.","CABA|Cabaletta Bio, Inc.",Unknown
CABR,STOCK,NASDAQ,"Caring Brands, Inc.","CABR|Caring Brands, Inc.",Unknown
CAC,STOCK,NASDAQ,Camden National Corporation,CAC|Camden National Corporation,Unknown
CACC,STOCK,NASDAQ,Credit Acceptance Corporation,CACC|Credit Acceptance Corporation,Unknown
CADL,STOCK,NASDAQ,"Candel Therapeutics, Inc.","CADL|Candel Therapeutics, Inc.",Unknown
CAEP,STOCK,NASDAQ,"Cantor Equity Partners III, Inc.","CAEP|Cantor Equity Partners III, Inc.",Unknown
CAI,STOCK,NASDAQ,"Caris Life Sciences, Inc.","CAI|Caris Life Sciences, Inc.",Unknown
CAKE,STOCK,NASDAQ,The Cheesecake Factory Incorporated,CAKE|The Cheesecake Factory Incorporated,Unknown
CALC,STOCK,NASDAQ,"CalciMedica, Inc.","CALC|CalciMedica, Inc.",Unknown
CALM,STOCK,NASDAQ,"Cal-Maine Foods, Inc.","CALM|Cal-Maine Foods, Inc.",Unknown
CAMP,STOCK,NASDAQ,CAMP4 Therapeutics Corporation,CAMP|CAMP4 Therapeutics Corporation,Unknown
CAMT,STOCK,NASDAQ,Camtek Ltd.,CAMT|Camtek Ltd.,Unknown
CAPN,STOCK,NASDAQ,Cayson Acquisition Corp,CAPN|Cayson Acquisition Corp,Unknown
CAPR,STOCK,NASDAQ,"Capricor Therapeutics, Inc.","CAPR|Capricor Therapeutics, Inc.",Unknown
CAPS,STOCK,NASDAQ,Capstone Holding Corp.,CAPS|Capstone Holding Corp.,Unknown
